boiler_Pa,condenser_Pa,expander_eff,boiler_outlet_K,Q_in_kW,W_pump_kW,W_exp_kW,Q_out_kW,net_kW,thermal_eff,bal_kW
800000.0,5000.0,0.85,733.15,3256.512453299582,0.9988680333111261,875.5139174034065,2381.997403929487,874.5150493700953,0.2685434377762057,-4.547473508864641e-13
800000.0,5000.0,0.85,773.15,3342.5051626204618,0.9988680333111261,918.9020808406668,2424.601949813106,917.9032128073557,0.27461534631938656,4.547473508864641e-13
800000.0,5000.0,0.85,813.15,3429.3541852144854,0.9988680333111261,964.2360364423259,2466.117016805471,963.2371684090148,0.2808800480749323,-4.547473508864641e-13
800000.0,5000.0,0.9,453.15,2653.6898624896808,0.9988680333111261,670.7941760340808,1983.8945544889111,669.7953080007696,0.25240150232641373,0.0
800000.0,5000.0,0.9,493.15,2746.156531122289,0.9988680333111261,700.1211233140742,2047.034275841526,699.122255280763,0.25458208494584555,0.0
800000.0,5000.0,0.9,533.15,2833.167709537934,0.9988680333111261,731.6951652719328,2102.4714122993128,730.6962972386216,0.25790788691354666,0.0
800000.0,5000.0,0.9,573.15,2918.114619941631,0.9988680333111261,765.8290021696025,2153.28448580534,764.8301341362913,0.2620973586539893,0.0
800000.0,5000.0,0.9,613.15,3002.3773652677364,0.9988680333111261,802.5235803660131,2200.8526529350347,801.5247123327019,0.2669633476474154,0.0
800000.0,5000.0,0.9,653.15,3086.637743984464,0.9988680333111261,841.6927571060224,2245.943854911753,840.6938890727113,0.27236558313690556,0.0
800000.0,5000.0,0.9,693.15,3171.27312172533,0.9988680333111261,883.2265519189881,2289.0454378396535,882.2276838856769,0.2781935361674876,-4.547473508864641e-13
800000.0,5000.0,0.9,733.15,3256.512453299582,0.9988680333111261,927.0147360741953,2330.496585258698,926.0158680408841,0.2843581534910518,0.0
800000.0,5000.0,0.9,773.15,3342.5051626204618,0.9988680333111261,972.9551444195295,2370.5488862342436,971.9562763862183,0.29078676893477784,0.0
800000.0,5000.0,0.9,813.15,3429.3541852144854,0.9988680333111261,1020.9558032918744,2409.3972499559222,1019.9569352585632,0.29741953737414006,0.0
800000.0,8000.0,0.7,453.15,2617.5992991071735,0.9982266425536364,484.36875406112756,2134.2287716885994,483.37052741857394,0.1846617729395958,0.0
